,u_spx,u_ndx,u_eurusd,u_usdjpy
95,0.3766202108298143,0.2077284860901565,0.4576225240621584,0.4162337216222695
96,0.059155611760653565,0.04982005522015363,0.7100767709233303,0.3636705986417774
97,0.698298771630339,0.69086210275046,0.3563767539320569,0.7830611491463866
98,0.5657100340975507,0.6615591290926548,0.524079946140549,0.3907038391788944
99,0.8390477368140243,0.783822069005367,0.6166500079561,0.4894195850479267
100,0.5047590352863489,0.6718388586533155,0.31067901781758483,0.6390314408739948
101,0.6822135500247215,0.4672937505364983,0.6051685308477917,0.7993764941703557
102,0.5906533403640026,0.5779430274706712,0.15261640316859845,0.21824232152057546
103,0.1683224160287079,0.42580682299525663,0.27355790383530615,0.20499991972723092
104,0.08202439142827722,0.12777696321972593,0.7002317008697716,0.23824794547836123
105,0.026799493983263235,0.0462898583746378,0.9019383309815724,0.37661937033094356
106,0.7709131758338108,0.7920445701147867,0.8968768975992489,0.9395758412805922
107,0.5339887449728711,0.41006943818204106,0.5545215909156745,0.5772017023115104
108,0.16164137323543884,0.27591682811283946,0.8446187757427557,0.38998636832537625
109,0.8622866222217229,0.8180701577637498,0.48660322712460835,0.953498543180078
110,0.6748699380888092,0.6749683199216485,0.4463733699797365,0.7679367574984579
111,0.7193843808306262,0.7864813466859525,0.09944845754659146,0.7928824518966785
112,0.4397078053954192,0.5134832467386194,0.22775557907696067,0.7041436974296543
113,0.5425692958671844,0.4001868127364201,0.4201171261922858,0.3348692538769229
114,0.07050043128729548,0.11832025586432672,0.7183951358201871,0.5227438354093107
115,0.6612880957035878,0.7907518960145625,0.5265358775269239,0.7025893645127093
116,0.11685343301534658,0.14751508555254836,0.06369150665170335,0.47655859934688344
117,0.3481224326661755,0.2862131923801331,0.49173471684150444,0.4069022747526058
118,0.3603008272595929,0.3730650493372456,0.6598665265313803,0.13907574861469843
119,0.7648269491070101,0.8599942302661243,0.45579414693936265,0.5533919179811942
120,0.47937521383067394,0.4473491338640862,0.5666093533234619,0.5149592681717605
121,0.4070454331857373,0.5088969069072373,0.04093018555506654,0.500347681561755
122,0.8475825118678796,0.8460644505099932,0.04942362504656084,0.03505365541428357
123,0.6599469675681823,0.7242923440388775,0.6220429504948461,0.6203569429624161
124,0.49504823730226044,0.8101056768387009,0.6110284964462767,0.837820772894608
125,0.6347075004290523,0.6491277888872553,0.2681238773316543,0.7938490924243269
126,0.5250790039347536,0.47585494427570396,0.5337009022415994,0.5299326628428553
127,0.03465252747352836,0.10158409612222444,0.01203853180174325,0.0029169508739259856
128,0.6567752656008303,0.7121362459017938,0.49424294173080796,0.8219843690057935
129,0.9530061283430412,0.9665365855614747,0.25327819570509685,0.6146605941028165
130,0.654726988655663,0.7428800062000591,0.5088058077374835,0.22698835202121567
131,0.38878865100676835,0.3513208306629164,0.5649482267149305,0.4186604063460868
132,0.45627424192613597,0.7738929917079649,0.3947768218610441,0.6227488128380161
133,0.3607762726151573,0.3553923787218438,0.3559031407966791,0.4434991578376963
134,0.6876448957714667,0.8059258864869616,0.5659208309332315,0.6369415195028422
135,0.0564468410798593,0.10603515425191357,0.22514336717358358,0.09355270413898416
136,0.6409924218699294,0.44473376455646063,0.7085285135362792,0.3345520399072315
137,0.02883141250060403,0.024298573707979554,0.3473984883985662,0.0748984279496687
138,0.5799597011421322,0.6156901211715614,0.9656950628880621,0.6573010771676228
139,0.049862954265546586,0.1396811908346342,0.3681886680314277,0.010040184057557053
140,0.15708941054449982,0.1085505504902685,0.9758189868011287,0.6512374560270463
141,0.6743069392960465,0.6907410992973612,0.13779766667444932,0.6218569383782624
142,0.2372002750006806,0.07450063991303593,0.7351511263742458,0.1656661610057499
143,0.628058696106593,0.611522979622598,0.4761054496717208,0.7443172327091074
144,0.599660523804702,0.7343143127327822,0.2743169921969025,0.6070048132144247
145,0.057253944490463844,0.06602332587676367,0.0785274849692474,0.07943281307537692
146,0.8446142113069111,0.7985077643279501,0.4061301994934893,0.797460275300137
147,0.6439839262078211,0.5752413950171967,0.8460305979075587,0.5187834448409935
148,0.7770405266175242,0.7620509115803064,0.1581413233040125,0.87959214604453
149,0.05403182849366961,0.06541436044054437,0.9697013933116425,0.07024177688805879
150,0.4602404097526387,0.3438631898832216,0.448436188908859,0.5537453679966484
151,0.47750756226360386,0.5745216872183248,0.8991953156897972,0.35458682538062447
152,0.16801791560222354,0.16335570707717462,0.890392685860976,0.15268265413818705
153,0.22322561830674056,0.14591705050292564,0.9416575612275959,0.09550489110137263
154,0.5329766343656297,0.2847135631261717,0.5482632676223363,0.017820802000004434
155,0.8775932095949788,0.8444704744676623,0.13163230627976902,0.5104350369986101
156,0.5129123487126594,0.5444130181542359,0.5938255979107312,0.7560765621925454
157,0.5095898864850805,0.6847971300237821,0.6372755855169832,0.2398682742027927
158,0.7577371785375699,0.776336489359272,0.0737876140773027,0.9226475356707716
159,0.47178915192853466,0.42054823509928646,0.43080024789158017,0.6879450292849377
160,0.7810368654314546,0.8261627241577848,0.05095335075728732,0.660915155599784
161,0.25366101372822236,0.28885146193577593,0.626722779055313,0.1958464025979593
162,0.043920512110516,0.04259825464520472,0.737902185190036,0.10676390066024838
163,0.8536294839419348,0.9100746012720543,0.13882977213039363,0.8988223906506955
164,0.4151605773116455,0.605996527181809,0.6596294233433734,0.5772669008753535
165,0.7430171513607879,0.7648253483537986,0.5092565977330521,0.43183016998024465
166,0.7617369504165722,0.8367157887146581,0.6427221909276688,0.6916585694747905
167,0.20092782586219227,0.17703629056028067,0.29488512777869536,0.13201767979462045
168,0.581330492367714,0.5171495349198287,0.24069492430048006,0.5763391111186416
169,0.10644560769048819,0.08083634375602348,0.11179915781291681,0.0312696112162671
170,0.7515137761324395,0.7843336686028766,0.16387586864228237,0.7351735961127226
171,0.5040268082702104,0.4885119695607716,0.15570002518832005,0.4695684766493739
172,0.7175832831952855,0.6019495160484063,0.705915753546162,0.6908308778595879
173,0.5017705231463997,0.5072366866599847,0.4434688896052133,0.7696916048766631
174,0.3096682152996315,0.22836324145471418,0.5797629914753766,0.4244493931521545
175,0.9772810725034287,0.9487945240357545,0.04932929769021551,0.8268119893494219
176,0.7486912486605171,0.5923553366210303,0.5270830851229605,0.568721290464715
177,0.24266840437739123,0.32804093507769827,0.0581591879048893,0.0769350673251574
178,0.6369136712965229,0.7317305334103223,0.4017291191919786,0.7632566474489781
179,0.2761542876382235,0.6135135828035722,0.6046631152168175,0.2809547666619945
180,0.44249355896001685,0.7965156504374893,0.12753667457135992,0.39584228635310265
181,0.701829393925576,0.6942722187786166,0.5833369902526155,0.8015560682087083
182,0.6656775151630756,0.6303612117606225,0.3880197859534882,0.571706746705288
183,0.33033300235011476,0.34654092350265175,0.05601770415613093,0.18065255053793586
184,0.9270483048972148,0.89182236887786,0.6190259399712605,0.8520785571970898
185,0.493806697204731,0.44647272799452065,0.889064292046966,0.4947085553015515
186,0.2277343904544532,0.1855260900776161,0.7745861951504676,0.833859102903997
187,0.5647198248040982,0.4978582333042858,0.3213579996266477,0.4616611612547903
188,0.8915156727462269,0.9782054494629846,0.5005317919736838,0.7105386466492508
189,0.3055120172103682,0.7811381293471747,0.8945118109659275,0.7117955309457712
190,0.8570012068833961,0.6525119371013055,0.23310328472905453,0.45294075640675074
191,0.37897395625226954,0.5987903006554444,0.2970831692863439,0.4732735525767752
192,0.16838709225208534,0.01948916850844233,0.1852899503699596,0.6180976315244581
193,0.7156341236711412,0.8989513896516652,0.5490564718330283,0.6283648575943956
194,0.09638237527465997,0.2005726415553101,0.4171043279762999,0.3590752122147959
195,0.1613711893948194,0.3276835825813837,0.6589046883487023,0.28249620421547605
196,0.5329292727663383,0.8510771241282364,0.2742141562464768,0.24848518918208348
197,0.43264933102222825,0.6272425629130443,0.1238488046944972,0.08271175709352735
198,0.005642254800383518,0.014383195965708957,0.46537283986876893,0.12177153507147606
199,0.5382946319802238,0.7291660345768032,0.9521196097764991,0.4084944817592817
200,0.7135884051193626,0.8980320640946806,0.17934906946965265,0.7159094445857485
201,0.42502823607895224,0.298157359279263,0.44866491445399354,0.19221661214782695
202,0.4438333724820911,0.17507136479408683,0.17384844705761618,0.361046798063932
203,0.8480186958835665,0.810628589436142,0.170412158983934,0.6296897899408228
204,0.6353641510305962,0.6000909150217498,0.3474041172069663,0.7671944205920098
205,0.2586172951576653,0.5311304649077928,0.36489735623997754,0.5652937178395789
206,0.8378849747601641,0.8451001871157156,0.31050612620815177,0.8181596178713363
207,0.016691932014858465,0.06738553292938373,0.737316996540328,0.12065770914510437
208,0.46330930946901117,0.6538999395308076,0.20003492674382753,0.6017162102882212
209,0.3610216887658724,0.3128326462003949,0.5381732435995558,0.2785423612141118
210,0.7646729379693233,0.7529779039121559,0.10546451524807471,0.7080584430384966
211,0.03553817068941578,0.04140010618273256,0.19749674510800186,0.011401666376222178
212,0.438954952663904,0.057240410572423156,0.2056589680542451,0.47907095447758963
213,0.21900982479377096,0.07505765946260516,0.5168314378596258,0.015738612771358004
214,0.2769138794498227,0.1716620339984644,0.975644461989128,0.13927137729277111
215,0.9067483663655898,0.8873500165068126,0.15490664118417083,0.9172466906531481
216,0.36795257653576247,0.32147499372461574,0.32975765414937486,0.5922237999049703
217,0.2023811817080515,0.37727040828579983,0.6479342855353744,0.20202372310544509
218,0.5848963118840298,0.6635751032033106,0.4340829352991768,0.6779123237919213
219,0.14605945431429707,0.27826441695079995,0.301538651843213,0.11449836129305009
220,0.5606669509212627,0.5485294611786996,0.025125952178002148,0.44528693879903
221,0.1704499410362926,0.2823648630016864,0.35429371753066735,0.07802667280256283
222,0.7958995052605885,0.6766575314601231,0.7695595269394062,0.37416038218517234
223,0.3081505604572702,0.5364791614564535,0.32814600991089266,0.7639253749544369
224,0.9339834646746801,0.92414882709064,0.4724136757545579,0.8850404684015224
225,0.5420495708649757,0.5804846522230505,0.865752698371829,0.4549698472845034
226,0.694090466884256,0.32455681770748673,0.8035129653128071,0.9671945638097188
227,0.3200880702178407,0.22756905308862937,0.648490655628885,0.17013592154274954
228,0.27456462947982285,0.3619388238587067,0.10896678396268038,0.2706847499958713
229,0.8580377100826382,0.8761531694117781,0.9618525451060658,0.8224585478323728
230,0.889081666528226,0.819698354645911,0.28278546296530865,0.683460745233587
231,0.44402312508937897,0.5179673356226219,0.4992456243083124,0.6257906620730609
232,0.7412195865350012,0.5428901514959265,0.23837651784383762,0.5610991178797085
233,0.01688298801114241,0.03207710902562806,0.7011847223249319,0.17793188894581977
234,0.5916684460540897,0.6496373714205943,0.26148156081378926,0.8383823575304389
235,0.5245564476284491,0.40203898132852034,0.8524602238210977,0.649590864339548
236,0.16426821786781062,0.21573947212418923,0.9801307721971398,0.8313009244300857
237,0.1489485823613466,0.06067142753322023,0.6371352048594853,0.3715604270608877
238,0.5782419166945955,0.5621136592317129,0.6489547911591865,0.6655173687976971
239,0.6145842101540727,0.8274988787252355,0.7467475742676694,0.45849182676293704
240,0.8550683710552923,0.8634173889251247,0.25695590561709836,0.8313853665736984
241,0.7300834782371011,0.6837154521970581,0.44066240262382744,0.5725653538603208
242,0.5203000086979775,0.5845128437224549,0.12343165317499327,0.5315137313387983
243,0.11749579599959316,0.14659965484256593,0.07837962917351715,0.3242045523124781
244,0.49802482233593326,0.4707293212874863,0.12438002722905532,0.055714440175703976
245,0.2806547548882846,0.21545666652543838,0.8799732664454615,0.20626185840319766
246,0.1203575913746497,0.11911430228040021,0.12883102891554343,0.017958222698087493
247,0.45574651390043114,0.4839810827466123,0.3590543980551914,0.5258273056923682
248,0.048337021675608466,0.013083925408918812,0.4465542676725411,0.1855395123769576
249,0.5217646170222748,0.4160576192502941,0.8005729727749774,0.7027540885074371
250,0.14526331792015373,0.16915532616524454,3.396063729578846e-05,0.07543065742224696
251,0.7307933107313506,0.7452775153183033,0.9915525965621667,0.9512247202988817
252,0.67752293160354,0.5318546248940158,0.2961428376301763,0.46866043503171895
253,0.20397739800398387,0.18181655469627564,0.5117651452981765,0.2574220944545022
254,0.7077155656413112,0.7517572752660038,0.27250655275201296,0.24077776009640797
255,0.07350100316432626,0.11745000429102723,0.6802569196903056,0.09085380880222836
256,0.3452878356331397,0.3005070071557846,0.8518370164501162,0.6571300712433082
257,0.072243068943955,0.2442742729854111,0.5890734101707005,0.20004419415792082
258,0.35920395424146334,0.49107573527322024,0.5740361762127797,0.6315503966845718
259,0.2959637811058762,0.13144255497459734,0.4057484586286711,0.602912560396018
260,0.8092839771735496,0.4168684098862834,0.5478858616796854,0.3802985129687584
261,0.6980957919351316,0.7839789636878379,0.12470869567120475,0.6570456912770837
262,0.20561762469238026,0.182604065306742,0.7569392485547016,0.3630680536927783
263,0.7832610893340441,0.6174503671305527,0.19865473196998507,0.5655686773682398
264,0.6404808652635812,0.5135162870604016,0.5329636142857902,0.5397045161618022
265,0.3824691480348671,0.4900034945187556,0.3076754173650558,0.1648278480777005
266,0.8263627507559839,0.8071652294245315,0.37781777538894407,0.4826770481441321
267,0.792715863126674,0.6563510228260008,0.7082906438326804,0.6343656665689223
268,0.2318190347910546,0.1880771328738807,0.4147492188124321,0.6041790147698157
269,0.024912509002498258,0.0509696215616246,0.939597385561257,0.4200404305619204
270,0.3208661286761899,0.1933099044817978,0.593550334813283,0.40717450875546296
271,0.6236742653284331,0.5883571423271152,0.8828079834353934,0.8962712318057583
272,0.4119443540635958,0.6851534121934568,7.061161999716788e-05,0.7368425719805493
273,0.6050452547579921,0.6882406967330212,0.992102281665738,0.12946336746274684
274,0.6554871838284033,0.3465544849078801,0.44936880612032665,0.7117114702646172
275,0.7890824657272126,0.872442718190684,0.5526661778297861,0.8880352207738692
276,0.1947416530603842,0.13807561749280714,0.2981293430668013,0.30617008970857473
277,0.48264293657180996,0.3797825022848441,0.4134432678954276,0.4867640176525396
278,0.45845253643759126,0.291138065467372,0.3639145575749463,0.5684746617134485
279,0.7088515944188454,0.739331181230374,0.5108364748164551,0.5808268100896539
280,0.16259952386152804,0.22783004470870963,0.27228359778515104,0.17878763935738307
281,0.6774484574955917,0.5618008116771642,0.460187693798309,0.3535665679266586
282,0.8427484275399413,0.6481129392948892,0.47131097744448947,0.8775811816790068
283,0.7199798257783714,0.5689863816116331,0.141027556638433,0.207743236837211
284,0.45865353657762264,0.6138049501338083,0.21313207652575855,0.09531047182846611
285,0.18688311424146822,0.37909845096444394,0.2971973877655497,0.05059040248111057
286,0.019671992359150074,0.024647986485968085,0.5000597449504282,0.09189824636520469
287,0.4595552988168848,0.316976292717287,0.4774223341087545,0.3541690731759036
288,0.40520030512298655,0.6032038822366239,0.46963867207265797,0.41666980864479547
289,0.6065702257842434,0.6133657203699228,0.30782177499374147,0.7526580484990795
290,0.08462551681969645,0.07849808529014407,0.2148105483585902,0.0712361678459492
291,0.2854635585676004,0.40106379586888563,0.6209177081980255,0.5110603668306467
292,0.1835736340954834,0.13220714235349587,0.4924343301008758,0.06668389249807713
293,0.9467558722992232,0.9493940794002331,0.49607067944527167,0.9517480004717681
294,0.33687505302229986,0.4396654996044818,0.07178285240536832,0.07325555790598835
295,0.5913316600874204,0.6656790632049647,0.2687397649880006,0.1969885792127406
296,0.10380851526928955,0.10881758828974536,0.49997147121790436,0.06446301934494862
297,0.27810661158571576,0.1873900978545887,0.15858210681904433,0.05503729316273028
298,0.9685410077066949,0.9615732355809692,0.7253043984529856,0.9628005369643049
299,0.10624715782846945,0.10080077719576301,0.5713919811831458,0.2403949311121049
300,0.8497708533477906,0.801768033323478,0.9288975439838963,0.7046792365386293
301,0.8012326136882622,0.9372941904436949,0.5473892999308784,0.8644649383205875
302,0.5602939988264962,0.6224013487957682,0.0926639514127318,0.3350326592411055
303,0.2810198149598522,0.3917941737967048,0.0802513120133568,0.21584820547956401
304,0.21344066258643324,0.09859255498319124,0.4981609392822798,0.5984432685943101
305,0.28162181769895267,0.34722037721592136,0.6618826472931832,0.3670681983730996
306,0.6127633450870267,0.6436118201045518,0.5172038100779527,0.7357809232254565
307,0.9696030994040761,0.9622841552549795,0.7412717043783751,0.9678759168990726
308,0.5788081680652966,0.5934070399241353,0.5461790273131942,0.5505780779956498
309,0.5064605796612552,0.625960907775241,0.2824387372574227,0.25631230480263134
310,0.5314973182687993,0.4013506361736505,0.5911292921943472,0.76194201937126
311,0.30674271677268183,0.25221304526328775,0.8544671875738782,0.9990318562782151
312,0.20790271032016444,0.1886753161861539,0.049573268957410405,0.018361565123816075
313,0.6147598563732387,0.8170387396775274,0.6845784293045487,0.4610355502560112
314,0.04364290222138662,0.028095671170333486,0.27636746698661263,0.2579283014742135
315,0.35932189724740093,0.3718502962000976,0.4777012885578105,0.5312889398266106
316,0.6038042375705636,0.5198634675598861,0.6290232349057572,0.6705926322804728
317,0.9327580469942679,0.9240555033483072,0.09316536552416244,0.5077092809177957
318,0.5439861532862023,0.4216975753723955,0.6371436650179857,0.6865040108816003
319,0.915149218861617,0.9573538556346153,0.9067657242051627,0.8160011009770078
320,0.45902445563228833,0.6839313041020936,0.11978404960177942,0.4051987796826951
321,0.18002549306614762,0.11352411253617352,0.2707749705219308,0.36422139749953064
322,0.5619844044744455,0.768176632053691,0.7964784610856938,0.6639615374603149
323,0.7193371523331304,0.7270470562708198,0.9154224063805492,0.7411679797669358
324,0.7403457965090089,0.38907820012970273,0.6545164947818382,0.5656553494792795
325,0.4409222103470485,0.5403769333017141,0.4572551970234953,0.4397870174117493
326,0.2930424539862683,0.6434054354869148,0.7559113181588196,0.4208363691318623
327,0.2853859180198822,0.2168923484544543,0.3446182618912382,0.4732794327838163
328,0.9730949607899764,0.9836869765385287,0.9204043537254659,0.8922066975131097
329,0.30731374714046367,0.3972772979331538,0.34528915261803944,0.4012434617509936
330,0.8005288845927728,0.7247500173286103,0.36930625462860733,0.4024558648320337
331,0.020570979727785887,0.037612226415071934,0.8797804742624541,0.532150442306511
332,0.561988042384966,0.6663076338302698,0.29559033188299744,0.9954833629981134
333,0.2625502886543275,0.3791584066863679,0.4042200341015971,0.007726139304216693
334,0.8051529319484723,0.899150755614472,0.33237454790294874,0.6283254447463429
335,0.48568634136661903,0.5494642482763457,0.6938400793635529,0.744473721709899
336,0.6323371467626405,0.4070272231685838,0.5373386647653926,0.6371153815722778
337,0.8523169463470051,0.9135711134542185,0.5666809870640649,0.4344074250068701
338,0.5571266258965821,0.48290349852897424,0.10835902286504098,0.2630620136844781
339,0.5149859252310267,0.19880862820183182,0.6873063102642848,0.5989828670817963
340,0.11454033144278056,0.1856066044205181,0.1520352813202536,0.2532068190311768
341,0.046278555506510305,0.031286556530415045,0.13882607559575794,0.31187325971928587
342,0.5299565234875157,0.55807654475891,0.652232500032998,0.791873615188185
343,0.13211524117638862,0.39467698552369795,0.33295390931927143,0.2888075864125924
344,0.6572177275297919,0.8790864670807467,0.781483991545168,0.7640044264668546
345,0.6191442339328033,0.5609192240766616,0.6307816312955769,0.6741806321762268
346,0.6649248930566983,0.7529565003220922,0.8819118058561322,0.778531154506027
347,0.5438746268719173,0.6986350429685575,0.44762934707640417,0.5252098355162955
348,0.14649568998769996,0.1204160932468935,0.47672707075168524,0.16989048987531127
349,0.2634904336909683,0.30007778954422143,0.8121887251563781,0.6970830457185686
350,0.45085102783328096,0.8118537157512213,0.5787511533612739,0.5598638845604519
351,0.9428184121621881,0.9023648749118472,0.08556114095677468,0.7545411104576535
352,0.009461591082440064,0.010949352134690154,0.06577562626394585,0.179273173920403
353,0.46051149216615456,0.3485912779181515,0.837143567536861,0.8837871074709199
354,0.4297231488650561,0.39673453210208065,0.920046673656227,0.8296851092603136
355,0.14810628392299163,0.08782573097876219,0.26205688878589284,0.39328035084499974
356,0.5345911418712297,0.46217747344931104,0.7719747433292258,0.7787285522136105
357,0.8009762076658602,0.8400381370840879,0.7816012363822491,0.6484554223460728
358,0.508881855385726,0.6925033540817148,0.21221446704033073,0.5062888249593974
359,0.30383155678540985,0.3474710822487239,0.3336761505216197,0.42742194192405714
360,0.2246982711628573,0.2296366137339648,0.4371862754281784,0.4286628282266776
361,0.5688320392860781,0.8048724873949805,0.595974748551625,0.541422781434649
362,0.09335249752742272,0.05370327038402386,0.1580261252471398,0.2356209517411426
363,0.45533288990871024,0.3147715121973164,0.7880006984578971,0.7090928667059295
364,0.40752881170259847,0.3738317800245324,0.3622114759083006,0.4942556662000394
365,0.6382537635395362,0.7761001137134574,0.181383249715689,0.5087663157490995
366,0.028684864782763348,0.02427556837704,0.2458957078157846,0.13282760768713997
367,0.3772723130441757,0.46430133911257465,0.4862746749773804,0.1480945180819709
368,0.5076903943301702,0.32952301919036386,0.5106840720888652,0.4710020443832296
